   -1.3725945454E+01   -1.3658967891E+01   -1.3592642405E+01   -1.3526958355E+01
   -1.3461906768E+01   -1.3397478766E+01   -1.3333665446E+01   -1.3270457911E+01
   -1.3207847466E+01   -1.3145825678E+01   -1.3084384265E+01   -1.3023515092E+01
   -1.2963210165E+01   -1.2903461639E+01   -1.2844261824E+01   -1.2785603171E+01
   -1.2727478269E+01   -1.2669879844E+01   -1.2612800753E+01   -1.2556233985E+01
   -1.2500172654E+01   -1.2444609999E+01   -1.2389539380E+01   -1.2334954275E+01
   -1.2280848278E+01   -1.2227215094E+01   -1.2174048541E+01   -1.2121342544E+01
   -1.2069091134E+01   -1.2017288444E+01   -1.1965928711E+01   -1.1915006267E+01
   -1.1864515544E+01   -1.1814451066E+01   -1.1764807452E+01   -1.1715579410E+01
   -1.1666761738E+01   -1.1618349319E+01   -1.1570337123E+01   -1.1522720202E+01
   -1.1475493690E+01   -1.1428652800E+01   -1.1382192824E+01   -1.1336109131E+01
   -1.1290397164E+01   -1.1245052440E+01   -1.1200070547E+01   -1.1155447146E+01
   -1.1111177964E+01   -1.1067258797E+01   -1.1023685509E+01   -1.0980454027E+01
   -1.0937560343E+01   -1.0895000510E+01   -1.0852770644E+01   -1.0810866921E+01
   -1.0769285574E+01   -1.0728022897E+01   -1.0687075237E+01   -1.0646439001E+01
   -1.0606110646E+01   -1.0566086686E+01   -1.0526363687E+01   -1.0486938264E+01
   -1.0447807085E+01   -1.0408966867E+01   -1.0370414376E+01   -1.0332146426E+01
   -1.0294159876E+01   -1.0256451634E+01   -1.0219018650E+01   -1.0181857922E+01
   -1.0144966489E+01   -1.0108341433E+01   -1.0071979879E+01   -1.0035878992E+01
   -1.0000035980E+01   -9.9644480875E+00   -9.9291126007E+00   -9.8940268431E+00
   -9.8591881760E+00   -9.8245939981E+00   -9.7902417442E+00   -9.7561288850E+00
   -9.7222529265E+00   -9.6886114091E+00   -9.6552019072E+00   -9.6220220287E+00
   -9.5890694142E+00   -9.5563417365E+00   -9.5238367001E+00   -9.4915520409E+00
   -9.4594855251E+00   -9.4276349492E+00   -9.3959981392E+00   -9.3645729504E+00
   -9.3333572664E+00   -9.3023489994E+00   -9.2715460887E+00   -9.2409465014E+00
   -9.2105482309E+00   -9.1803492973E+00   -9.1503477463E+00   -9.1205416492E+00
   -9.0909291024E+00   -9.0615082268E+00   -9.0322771678E+00   -9.0032340943E+00
   -8.9743771991E+00   -8.9457046977E+00   -8.9172148286E+00   -8.8889058524E+00
   -8.8607760521E+00   -8.8328237321E+00   -8.8050472180E+00   -8.7774448567E+00
   -8.7500150155E+00   -8.7227560823E+00   -8.6956664647E+00   -8.6687445902E+00
   -8.6419889057E+00   -8.6153978772E+00   -8.5889699895E+00   -8.5627037458E+00
   -8.5365976678E+00   -8.5106502949E+00   -8.4848601844E+00   -8.4592259110E+00
   -8.4337460663E+00   -8.4084192592E+00   -8.3832441149E+00   -8.3582192754E+00
   -8.3333433984E+00   -8.3086151579E+00   -8.2840332434E+00   -8.2595963600E+00
   -8.2353032278E+00   -8.2111525821E+00   -8.1871431729E+00   -8.1632737649E+00
   -8.1395431369E+00   -8.1159500822E+00   -8.0924934077E+00   -8.0691719344E+00
   -8.0459844965E+00   -8.0229299419E+00   -8.0000071314E+00   -7.9772149389E+00
   -7.9545522510E+00   -7.9320179672E+00   -7.9096109990E+00   -7.8873302706E+00
   -7.8651747179E+00   -7.8431432891E+00   -7.8212349438E+00   -7.7994486534E+00
   -7.7777834008E+00   -7.7562381799E+00   -7.7348119960E+00   -7.7135038651E+00
   -7.6923128144E+00   -7.6712378812E+00   -7.6502781139E+00   -7.6294325709E+00
   -7.6087003210E+00   -7.5880804431E+00   -7.5675720258E+00   -7.5471741680E+00
   -7.5268859779E+00   -7.5067065734E+00   -7.4866350818E+00   -7.4666706398E+00
   -7.4468123932E+00   -7.4270594969E+00   -7.4074111148E+00   -7.3878664195E+00
   -7.3684245923E+00   -7.3490848233E+00   -7.3298463110E+00   -7.3107082621E+00
   -7.2916698917E+00   -7.2727304231E+00   -7.2538890875E+00   -7.2351451243E+00
   -7.2164977806E+00   -7.1979463110E+00   -7.1794899782E+00   -7.1611280522E+00
   -7.1428598104E+00   -7.1246845376E+00   -7.1066015260E+00   -7.0886100748E+00
   -7.0707094903E+00   -7.0528990859E+00   -7.0351781818E+00   -7.0175461050E+00
   -7.0000021894E+00   -6.9825457753E+00   -6.9651762098E+00   -6.9478928462E+00
   -6.9306950445E+00   -6.9135821709E+00   -6.8965535978E+00   -6.8796087038E+00
   -6.8627468736E+00   -6.8459674980E+00   -6.8292699735E+00   -6.8126537028E+00
   -6.7961180941E+00   -6.7796625615E+00   -6.7632865248E+00   -6.7469894093E+00
   -6.7307706458E+00   -6.7146296707E+00   -6.6985659255E+00   -6.6825788575E+00
   -6.6666679188E+00   -6.6508325670E+00   -6.6350722646E+00   -6.6193864796E+00
   -6.6037746845E+00   -6.5882363571E+00   -6.5727709800E+00   -6.5573780407E+00
   -6.5420570315E+00   -6.5268074492E+00   -6.5116287956E+00   -6.4965205771E+00
   -6.4814823043E+00   -6.4665134928E+00   -6.4516136623E+00   -6.4367823372E+00
   -6.4220190460E+00   -6.4073233218E+00   -6.3926947016E+00   -6.3781327270E+00
   -6.3636369435E+00   -6.3492069009E+00   -6.3348421529E+00   -6.3205422574E+00
   -6.3063067762E+00   -6.2921352749E+00   -6.2780273234E+00   -6.2639824949E+00
   -6.2500003669E+00   -6.2360805204E+00   -6.2222225402E+00   -6.2084260147E+00
   -6.1946905361E+00   -6.1810157001E+00   -6.1674011059E+00   -6.1538463564E+00
   -6.1403510578E+00   -6.1269148199E+00   -6.1135372559E+00   -6.1002179821E+00
   -6.0869566185E+00   -6.0737527882E+00   -6.0606061175E+00   -6.0475162363E+00
   -6.0344827772E+00   -6.0215053762E+00   -6.0085836725E+00   -5.9957173083E+00
   -5.9829059288E+00   -5.9701491823E+00   -5.9574467201E+00   -5.9447981964E+00
   -5.9322032683E+00   -5.9196615961E+00   -5.9071728425E+00   -5.8947366734E+00
   -5.8823527573E+00   -5.8700207657E+00   -5.8577403726E+00   -5.8455112548E+00
   -5.8333330920E+00   -5.8212055662E+00   -5.8091283624E+00   -5.7971011679E+00
   -5.7851236727E+00   -5.7731955696E+00   -5.7613165535E+00   -5.7494863221E+00
   -5.7377045754E+00   -5.7259710161E+00   -5.7142853491E+00   -5.7026472818E+00
   -5.6910565239E+00   -5.6795127875E+00   -5.6680157872E+00   -5.6565652395E+00
   -5.6451608637E+00   -5.6338023809E+00   -5.6224895147E+00   -5.6112219908E+00
   -5.5999995373E+00   -5.5888218842E+00   -5.5776887638E+00   -5.5665999104E+00
   -5.5555550606E+00   -5.5445539531E+00   -5.5335963283E+00   -5.5226819291E+00
   -5.5118105001E+00   -5.5009817882E+00   -5.4901955420E+00   -5.4794515122E+00
   -5.4687494514E+00   -5.4580891143E+00   -5.4474702572E+00   -5.4368926387E+00
   -5.4263560188E+00   -5.4158601597E+00   -5.4054048254E+00   -5.3949897815E+00
   -5.3846147957E+00   -5.3742796372E+00   -5.3639840772E+00   -5.3537278886E+00
   -5.3435108458E+00   -5.3333327254E+00   -5.3231933051E+00   -5.3130923648E+00
   -5.3030296858E+00   -5.2930050511E+00   -5.2830182454E+00   -5.2730690549E+00
